Sample_ID,Temperature,DO,pH,Turbidity,BOD,Conductivity,Ammonia,Nitrate,Hardness,COD,CO2,Alkalinity,Activity_Level,No_of_Disease_Occurrences,Disease_Risk,Status
639,29.45,6.09,7.35,3.05,5.29,466.6,0.052,20.28,52.9,12.63,5.14,111.9,0.754,0,0.128,Healthy
640,29.82,6.68,7.46,2.92,6.28,515.8,0.035,24.03,102.0,23.62,4.41,62.3,0.693,0,0.1,Healthy
641,27.59,6.45,7.4,2.79,5.15,348.4,0.039,24.02,99.0,24.62,7.57,65.0,0.806,0,0.099,Healthy
642,27.1,6.3,7.79,0.9,4.16,500.5,0.021,16.81,86.7,14.42,7.16,119.0,0.893,0,0.072,Healthy
643,30.41,6.03,6.99,3.61,4.46,329.5,0.027,26.29,108.8,32.19,5.12,84.9,0.78,0,0.134,Healthy
644,27.92,5.68,7.53,1.9,3.41,542.5,0.037,18.93,117.9,18.56,4.47,97.9,0.844,0,0.08,Healthy
645,26.61,7.35,7.55,2.38,5.03,510.2,0.025,25.72,80.8,18.01,5.56,124.4,0.705,0,0.084,Healthy
646,28.44,7.26,7.28,2.92,3.5,426.1,0.005,26.56,83.4,23.29,3.76,97.4,0.845,0,0.065,Healthy
647,27.56,6.09,7.49,4.52,5.16,477.1,0.044,25.34,98.7,34.93,5.01,123.0,0.867,0,0.103,Healthy
648,30.19,5.39,7.61,2.27,4.63,425.5,0.025,29.16,127.6,24.78,3.23,114.5,0.744,0,0.085,Healthy
649,26.59,7.11,7.75,1.9,3.06,397.4,0.043,24.64,106.7,25.07,7.19,80.7,0.751,0,0.118,Healthy
650,29.82,5.57,7.67,3.18,3.68,429.0,0.022,20.52,121.6,20.54,3.55,135.2,0.759,0,0.092,Healthy
651,30.39,7.72,7.58,4.51,2.63,466.5,0.015,25.03,121.4,23.68,9.03,105.2,0.747,0,0.086,Healthy
652,26.8,6.73,7.61,3.39,3.4,398.8,0.057,29.02,61.5,27.11,9.68,83.9,0.577,0,0.15,Healthy
653,28.4,7.07,6.64,3.81,3.74,422.5,0.047,29.81,158.7,22.22,2.99,93.2,0.794,0,0.194,Healthy
654,31.13,6.22,7.43,1.62,4.39,403.0,0.027,23.94,79.3,25.91,7.35,95.2,0.819,0,0.072,Healthy
655,27.65,6.88,7.39,1.88,2.02,420.3,0.0,25.21,105.7,13.17,7.3,116.9,0.813,0,0.044,Healthy
656,31.77,5.6,7.28,2.19,3.65,370.9,0.016,23.26,128.5,27.54,2.28,77.2,0.809,0,0.077,Healthy
657,30.88,5.26,7.47,4.46,3.08,382.4,0.026,29.12,88.0,29.87,7.78,75.7,0.797,0,0.089,Healthy
658,26.76,7.88,7.75,2.69,2.22,512.6,0.053,22.38,90.7,22.87,3.81,109.5,0.695,0,0.142,Healthy
659,28.96,6.36,7.18,4.59,5.31,547.1,0.041,29.56,91.9,22.14,7.16,98.1,0.93,0,0.125,Healthy
660,31.06,5.84,7.54,3.25,3.84,400.9,0.049,23.63,117.0,16.39,2.3,67.3,0.711,0,0.118,Healthy
661,28.96,6.8,7.53,2.92,5.14,441.3,0.012,23.2,131.6,16.16,4.16,78.4,0.778,0,0.062,Healthy
662,28.0,5.96,7.67,2.38,2.78,435.6,0.061,23.97,92.3,22.39,4.76,121.2,0.929,0,0.118,Healthy
663,24.7,5.13,7.64,3.5,3.67,381.5,0.018,33.32,99.4,37.97,5.07,82.3,0.734,0,0.09,Healthy
664,29.32,5.91,7.69,1.31,4.51,425.8,0.027,32.69,124.6,22.37,5.86,69.8,0.91,0,0.072,Healthy
665,30.93,6.81,7.3,4.73,3.42,316.7,0.039,38.71,93.4,24.81,6.33,101.4,0.676,0,0.137,Healthy
666,28.14,7.91,7.17,3.43,4.72,500.7,0.044,18.42,106.2,23.92,12.16,110.2,0.781,0,0.136,Healthy
667,29.74,6.46,7.89,3.15,3.79,418.4,0.016,13.71,104.6,19.63,4.97,121.5,0.836,0,0.099,Healthy
668,29.59,5.97,7.1,0.52,5.67,444.4,0.02,39.12,152.0,18.44,6.5,101.9,0.575,0,0.112,Healthy
669,29.88,5.26,7.18,5.36,3.56,492.0,0.003,28.46,110.1,16.4,5.94,74.9,0.746,0,0.1,Healthy
670,27.08,6.46,7.13,3.96,6.4,194.8,0.015,16.13,87.3,17.82,4.61,99.9,0.777,0,0.107,Healthy
671,32.04,7.05,7.65,3.88,5.58,467.9,0.03,19.18,102.9,20.21,3.77,147.6,0.665,0,0.115,Healthy
672,28.25,5.74,7.68,2.37,4.67,411.5,0.036,23.9,75.6,10.65,6.73,90.5,0.771,0,0.104,Healthy
673,28.76,5.01,7.52,3.61,5.63,316.5,0.02,27.59,63.0,12.4,7.78,110.1,0.711,0,0.083,Healthy
674,26.76,6.86,7.49,1.22,3.47,480.5,0.034,25.64,70.0,5.0,8.72,87.8,0.699,0,0.083,Healthy
675,29.02,6.45,7.08,3.44,5.69,497.5,0.009,29.03,99.8,25.8,7.0,105.4,0.649,0,0.115,Healthy
676,29.63,7.49,7.58,2.64,3.38,380.9,0.075,34.74,123.7,26.55,9.1,121.4,0.765,0,0.145,Healthy
677,32.08,7.06,7.06,4.12,4.6,524.7,0.011,19.65,86.7,16.3,4.02,95.7,0.879,0,0.101,Healthy
678,28.45,5.45,7.83,3.78,4.02,329.4,0.018,29.2,152.1,18.07,4.93,91.6,0.737,0,0.11,Healthy
679,26.47,5.27,7.41,2.08,3.0,492.9,0.059,22.35,94.1,22.4,8.05,130.4,0.672,0,0.131,Healthy
680,29.22,6.93,7.7,2.91,4.35,327.8,0.0,23.31,119.3,20.5,6.58,78.6,0.567,0,0.085,Healthy
681,28.73,8.14,7.53,4.61,4.61,409.1,0.037,27.38,113.8,24.17,6.04,94.1,0.616,0,0.122,Healthy
682,29.24,6.86,7.63,4.35,2.66,379.8,0.047,6.99,107.0,11.69,8.25,80.8,0.545,0,0.15,Healthy
683,28.41,6.32,7.2,4.44,3.8,482.5,0.04,17.36,102.7,22.44,5.98,129.2,0.734,0,0.14,Healthy
684,28.4,6.57,7.51,3.64,2.85,450.9,0.065,31.79,110.4,24.9,5.81,106.6,0.675,0,0.143,Healthy
685,27.76,7.07,7.58,2.44,3.65,565.3,0.016,32.81,102.4,13.92,7.58,72.8,0.826,0,0.064,Healthy
686,28.63,7.03,7.06,3.4,4.57,444.5,0.042,25.13,70.2,26.2,8.28,150.5,0.838,0,0.138,Healthy
687,30.83,6.45,7.87,3.16,4.68,550.9,0.04,11.81,98.6,29.62,7.28,94.7,0.626,0,0.147,Healthy
688,28.35,7.17,7.52,4.68,2.07,532.0,0.016,27.96,143.1,42.98,6.25,102.7,0.444,0,0.113,Healthy
689,30.29,6.41,7.45,1.97,4.49,490.4,0.018,16.83,74.5,12.92,6.38,66.5,0.807,0,0.062,Healthy
690,28.5,6.09,7.56,4.42,3.57,465.0,0.06,31.8,134.3,20.75,7.39,95.2,0.819,0,0.131,Healthy
691,29.24,6.41,7.51,2.31,3.63,320.9,0.027,23.07,64.5,18.35,5.0,84.9,0.674,0,0.085,Healthy
692,27.52,8.41,7.2,4.55,2.86,462.1,0.009,22.18,137.9,13.41,5.35,77.8,0.712,0,0.105,Healthy
693,30.13,5.75,7.63,0.73,2.49,544.4,0.079,21.71,129.8,17.36,5.55,103.1,0.615,0,0.155,Healthy
694,28.57,6.32,7.48,5.9,3.61,355.9,0.03,15.48,89.5,5.0,7.2,103.4,0.731,0,0.11,Healthy
695,29.49,5.59,7.46,3.24,3.2,387.9,0.019,30.46,111.3,13.83,6.99,79.8,0.851,0,0.067,Healthy
696,27.67,6.85,7.4,1.62,5.26,353.7,0.068,15.71,73.5,31.58,5.8,86.1,0.764,0,0.13,Healthy
697,27.08,5.84,7.65,1.65,5.4,450.4,0.0,43.08,69.0,14.2,2.64,76.0,0.798,0,0.047,Healthy
698,29.29,6.08,8.16,3.63,3.27,614.9,0.015,29.81,109.6,25.83,5.14,68.0,0.679,0,0.144,Healthy
699,30.43,6.78,7.22,2.31,3.3,603.9,0.053,17.07,98.2,5.13,4.9,101.2,0.906,0,0.121,Healthy
700,27.8,6.66,7.35,2.22,3.99,399.6,0.029,20.22,88.6,21.28,3.76,129.3,0.756,0,0.092,Healthy
701,29.02,6.61,7.41,5.59,3.29,374.3,0.08,17.94,92.9,14.25,3.92,133.5,0.82,0,0.168,Healthy
702,30.63,6.76,7.55,2.51,3.15,317.4,0.061,30.71,79.2,14.45,7.73,113.2,0.783,0,0.122,Healthy
703,28.05,6.56,7.78,2.74,3.78,438.5,0.024,27.93,61.7,31.19,4.08,95.4,0.808,0,0.099,Healthy
704,28.97,6.61,7.23,2.81,3.66,441.2,0.04,37.09,156.3,28.7,3.91,100.0,0.868,0,0.111,Healthy
705,30.03,5.46,7.57,1.53,2.69,453.1,0.024,22.21,71.9,30.47,9.86,62.4,0.591,0,0.09,Healthy
706,29.78,7.3,7.62,4.34,4.09,514.3,0.047,28.23,122.7,9.08,4.79,93.9,0.772,0,0.125,Healthy
707,29.27,7.2,7.27,3.38,3.39,560.5,0.055,25.64,59.3,28.79,4.93,76.2,0.982,0,0.12,Healthy
708,29.31,5.71,7.81,2.77,4.03,438.8,0.022,16.4,87.2,20.5,5.23,131.6,0.802,0,0.099,Healthy
709,28.6,6.62,7.29,5.45,5.3,470.1,0.027,32.92,108.6,38.94,6.64,108.9,0.827,0,0.113,Healthy
710,29.0,7.51,7.68,2.12,3.03,382.7,0.07,15.11,158.6,23.62,6.31,96.3,0.705,0,0.152,Healthy
711,30.86,6.34,7.59,4.65,4.34,458.8,0.039,27.46,73.6,5.0,7.63,92.1,0.662,0,0.126,Healthy
712,27.77,6.54,7.28,3.69,3.26,477.3,0.059,26.58,101.7,26.32,4.35,120.6,0.612,0,0.162,Healthy
713,28.61,7.01,7.51,1.96,3.07,523.6,0.029,25.9,82.6,33.9,8.04,112.5,0.835,0,0.068,Healthy
714,29.78,6.98,7.1,4.38,3.1,557.6,0.023,22.88,63.0,13.0,8.65,91.3,0.742,0,0.127,Healthy
715,29.21,5.86,7.8,1.79,5.95,448.3,0.035,14.74,130.0,25.92,6.86,118.0,0.837,0,0.104,Healthy
716,28.82,6.88,7.38,1.94,2.95,538.6,0.035,13.33,131.8,14.86,8.55,39.1,0.789,0,0.091,Healthy
717,31.25,6.92,7.58,3.68,4.02,466.1,0.037,21.9,87.5,5.0,6.36,76.1,0.722,0,0.11,Healthy
718,26.77,6.06,7.49,2.72,3.42,450.6,0.013,12.6,115.5,25.57,8.3,117.2,0.637,0,0.074,Healthy
719,26.49,5.91,7.39,2.11,4.19,420.8,0.021,36.87,78.4,5.0,7.22,120.3,0.744,0,0.079,Healthy
720,30.38,7.54,7.36,2.5,5.4,593.1,0.055,29.06,87.7,17.18,5.53,144.0,0.767,0,0.124,Healthy
